county,office,district,party,candidate,votes,state
SWANS ISLAND,Governor,,IND,Eliot Cutler,8,ME
T3 ND                                                                                                                                                 ,Governor,,IND,Eliot Cutler,0,ME
T10 SD                                                                                                                                                ,Governor,,IND,Eliot Cutler,0,ME
T22 MD                                                                                                                                                ,Governor,,IND,Eliot Cutler,0,ME
T7 SD                                                                                                                                                 ,Governor,,IND,Eliot Cutler,1,ME
TREMONT,Governor,,IND,Eliot Cutler,51,ME
TRENTON,Governor,,IND,Eliot Cutler,71,ME
VERONA ISLAND,Governor,,IND,Eliot Cutler,13,ME
WALTHAM,Governor,,IND,Eliot Cutler,12,ME
WINTER HARBOR,Governor,,IND,Eliot Cutler,23,ME
ALBION,Governor,,IND,Eliot Cutler,50,ME
AUGUSTA,Governor,,IND,Eliot Cutler,643,ME
BELGRADE,Governor,,IND,Eliot Cutler,110,ME
BENTON,Governor,,IND,Eliot Cutler,85,ME
CHELSEA,Governor,,IND,Eliot Cutler,90,ME
CHINA,Governor,,IND,Eliot Cutler,168,ME
CLINTON,Governor,,IND,Eliot Cutler,97,ME
FARMINGDALE,Governor,,IND,Eliot Cutler,100,ME
FAYETTE,Governor,,IND,Eliot Cutler,43,ME
GARDINER,Governor,,IND,Eliot Cutler,270,ME
HALLOWELL,Governor,,IND,Eliot Cutler,96,ME
LITCHFIELD,Governor,,IND,Eliot Cutler,98,ME
MANCHESTER,Governor,,IND,Eliot Cutler,113,ME
MONMOUTH,Governor,,IND,Eliot Cutler,135,ME
MOUNT VERNON,Governor,,IND,Eliot Cutler,63,ME
OAKLAND,Governor,,IND,Eliot Cutler,235,ME
PITTSTON,Governor,,IND,Eliot Cutler,110,ME
RANDOLPH,Governor,,IND,Eliot Cutler,69,ME
READFIELD,Governor,,IND,Eliot Cutler,105,ME
ROME,Governor,,IND,Eliot Cutler,49,ME
SIDNEY,Governor,,IND,Eliot Cutler,158,ME
VASSALBORO,Governor,,IND,Eliot Cutler,132,ME
VIENNA,Governor,,IND,Eliot Cutler,31,ME
WATERVILLE,Governor,,IND,Eliot Cutler,397,ME
WAYNE,Governor,,IND,Eliot Cutler,60,ME
WEST GARDINER,Governor,,IND,Eliot Cutler,120,ME
WINDSOR,Governor,,IND,Eliot Cutler,73,ME
WINSLOW,Governor,,IND,Eliot Cutler,280,ME
WINTHROP,Governor,,IND,Eliot Cutler,261,ME
APPLETON,Governor,,IND,Eliot Cutler,52,ME
CAMDEN,Governor,,IND,Eliot Cutler,254,ME
CUSHING,Governor,,IND,Eliot Cutler,43,ME
FRIENDSHIP,Governor,,IND,Eliot Cutler,37,ME
HOPE,Governor,,IND,Eliot Cutler,56,ME
ISLE AU HAUT,Governor,,IND,Eliot Cutler,9,ME
MATINICUS ISLE PLT,Governor,,IND,Eliot Cutler,4,ME
NORTH HAVEN,Governor,,IND,Eliot Cutler,14,ME
OWL'S HEAD,Governor,,IND,Eliot Cutler,64,ME
ROCKLAND,Governor,,IND,Eliot Cutler,230,ME
ROCKPORT,Governor,,IND,Eliot Cutler,180,ME
SAINT GEORGE,Governor,,IND,Eliot Cutler,107,ME
SOUTH THOMASTON,Governor,,IND,Eliot Cutler,70,ME
THOMASTON,Governor,,IND,Eliot Cutler,89,ME
UNION,Governor,,IND,Eliot Cutler,91,ME
VINALHAVEN,Governor,,IND,Eliot Cutler,49,ME
WARREN,Governor,,IND,Eliot Cutler,153,ME
WASHINGTON,Governor,,IND,Eliot Cutler,53,ME
ALNA,Governor,,IND,Eliot Cutler,28,ME
BOOTHBAY,Governor,,IND,Eliot Cutler,122,ME
BOOTHBAY HARBOR,Governor,,IND,Eliot Cutler,90,ME
BREMEN,Governor,,IND,Eliot Cutler,42,ME
BRISTOL,Governor,,IND,Eliot Cutler,90,ME
DAMARISCOTTA,Governor,,IND,Eliot Cutler,81,ME
DRESDEN,Governor,,IND,Eliot Cutler,83,ME
EDGECOMB,Governor,,IND,Eliot Cutler,56,ME
JEFFERSON,Governor,,IND,Eliot Cutler,76,ME
MONHEGAN ISLAND PLT,Governor,,IND,Eliot Cutler,4,ME
NEWCASTLE,Governor,,IND,Eliot Cutler,76,ME
NOBLEBORO,Governor,,IND,Eliot Cutler,63,ME
SOMERVILLE,Governor,,IND,Eliot Cutler,12,ME
SOUTH BRISTOL,Governor,,IND,Eliot Cutler,47,ME
SOUTHPORT,Governor,,IND,Eliot Cutler,30,ME
WALDOBORO,Governor,,IND,Eliot Cutler,167,ME
WESTPORT ISLAND,Governor,,IND,Eliot Cutler,32,ME
WHITEFIELD,Governor,,IND,Eliot Cutler,93,ME
WISCASSET,Governor,,IND,Eliot Cutler,159,ME
ADAMSTOWN TWP/LOWER CUPSUPTIC TWP                                                                                                                     ,Governor,,IND,Eliot Cutler,0,ME
ALBANY TWP,Governor,,IND,Eliot Cutler,23,ME
ANDOVER,Governor,,IND,Eliot Cutler,49,ME
BETHEL,Governor,,IND,Eliot Cutler,118,ME
BROWNFIELD,Governor,,IND,Eliot Cutler,51,ME
BUCKFIELD,Governor,,IND,Eliot Cutler,65,ME
BYRON,Governor,,IND,Eliot Cutler,9,ME
CANTON,Governor,,IND,Eliot Cutler,52,ME
DENMARK,Governor,,IND,Eliot Cutler,38,ME
DIXFIELD,Governor,,IND,Eliot Cutler,98,ME
FRYEBURG,Governor,,IND,Eliot Cutler,129,ME
GILEAD,Governor,,IND,Eliot Cutler,6,ME
GREENWOOD,Governor,,IND,Eliot Cutler,31,ME
HANOVER,Governor,,IND,Eliot Cutler,10,ME
HARTFORD,Governor,,IND,Eliot Cutler,49,ME
HEBRON,Governor,,IND,Eliot Cutler,49,ME
HIRAM,Governor,,IND,Eliot Cutler,49,ME
LINCOLN PLT,Governor,,IND,Eliot Cutler,2,ME
LOVELL,Governor,,IND,Eliot Cutler,49,ME
MAGALLOWAY PLT,Governor,,IND,Eliot Cutler,1,ME
MEXICO,Governor,,IND,Eliot Cutler,97,ME
MILTON TWP                                                                                                                                            ,Governor,,IND,Eliot Cutler,5,ME
NEWRY,Governor,,IND,Eliot Cutler,23,ME
NORWAY,Governor,,IND,Eliot Cutler,187,ME
OTISFIELD,Governor,,IND,Eliot Cutler,76,ME
OXFORD,Governor,,IND,Eliot Cutler,134,ME
PARIS,Governor,,IND,Eliot Cutler,222,ME
PERU,Governor,,IND,Eliot Cutler,70,ME
PORTER,Governor,,IND,Eliot Cutler,53,ME
ROXBURY,Governor,,IND,Eliot Cutler,11,ME
RUMFORD,Governor,,IND,Eliot Cutler,183,ME
STONEHAM,Governor,,IND,Eliot Cutler,14,ME
STOW,Governor,,IND,Eliot Cutler,20,ME
SUMNER,Governor,,IND,Eliot Cutler,58,ME
SWEDEN,Governor,,IND,Eliot Cutler,14,ME
UPTON,Governor,,IND,Eliot Cutler,2,ME
WATERFORD,Governor,,IND,Eliot Cutler,60,ME
WEST PARIS,Governor,,IND,Eliot Cutler,63,ME
WOODSTOCK,Governor,,IND,Eliot Cutler,56,ME
ALTON,Governor,,IND,Eliot Cutler,29,ME
ARGYLE TWP                                                                                                                                            ,Governor,,IND,Eliot Cutler,3,ME
BANGOR,Governor,,IND,Eliot Cutler,1036,ME
BRADFORD,Governor,,IND,Eliot Cutler,34,ME
BRADLEY,Governor,,IND,Eliot Cutler,53,ME
BREWER,Governor,,IND,Eliot Cutler,299,ME
BURLINGTON,Governor,,IND,Eliot Cutler,7,ME
CARMEL,Governor,,IND,Eliot Cutler,66,ME
CARROLL PLT,Governor,,IND,Eliot Cutler,3,ME
CHARLESTON,Governor,,IND,Eliot Cutler,35,ME
CHESTER,Governor,,IND,Eliot Cutler,9,ME
CLIFTON,Governor,,IND,Eliot Cutler,42,ME
CORINNA,Governor,,IND,Eliot Cutler,67,ME
CORINTH,Governor,,IND,Eliot Cutler,60,ME
DEXTER,Governor,,IND,Eliot Cutler,135,ME
DIXMONT,Governor,,IND,Eliot Cutler,48,ME
DREW PLT,Governor,,IND,Eliot Cutler,2,ME
EAST MILLINOCKET,Governor,,IND,Eliot Cutler,37,ME
EDDINGTON,Governor,,IND,Eliot Cutler,86,ME
EDINBURG,Governor,,IND,Eliot Cutler,0,ME
ENFIELD,Governor,,IND,Eliot Cutler,52,ME
ETNA,Governor,,IND,Eliot Cutler,27,ME
EXETER,Governor,,IND,Eliot Cutler,44,ME
GARLAND,Governor,,IND,Eliot Cutler,42,ME
GLENBURN,Governor,,IND,Eliot Cutler,135,ME
GRAND FALLS TWP                                                                                                                                       ,Governor,,IND,Eliot Cutler,0,ME
GREENBUSH,Governor,,IND,Eliot Cutler,38,ME
GREENFIELD TWP                                                                                                                                        ,Governor,,IND,Eliot Cutler,6,ME
GRINDSTONE TWP/HERSEYTOWN TWP/SOLDIERTOWN TWP T2 R7 WELS                                                                                              ,Governor,,IND,Eliot Cutler,1,ME
HAMPDEN,Governor,,IND,Eliot Cutler,252,ME
HERMON,Governor,,IND,Eliot Cutler,150,ME
HERSEYTOWN TWP                                                                                                                                        ,Governor,,IND,Eliot Cutler,0,ME
HOLDEN,Governor,,IND,Eliot Cutler,133,ME
HOWLAND,Governor,,IND,Eliot Cutler,28,ME
HUDSON,Governor,,IND,Eliot Cutler,40,ME
KENDUSKEAG,Governor,,IND,Eliot Cutler,26,ME
KINGMAN TWP,Governor,,IND,Eliot Cutler,4,ME
LAGRANGE,Governor,,IND,Eliot Cutler,18,ME
LAKEVILLE,Governor,,IND,Eliot Cutler,3,ME
LEE,Governor,,IND,Eliot Cutler,18,ME
LEVANT,Governor,,IND,Eliot Cutler,69,ME
LINCOLN,Governor,,IND,Eliot Cutler,159,ME
LOWELL,Governor,,IND,Eliot Cutler,15,ME
MATTAMISCONTIS TWP                                                                                                                                    ,Governor,,IND,Eliot Cutler,0,ME
MATTAWAMKEAG,Governor,,IND,Eliot Cutler,14,ME
MAXFIELD,Governor,,IND,Eliot Cutler,2,ME
MEDWAY,Governor,,IND,Eliot Cutler,30,ME
MILFORD,Governor,,IND,Eliot Cutler,108,ME
MILLINOCKET,Governor,,IND,Eliot Cutler,157,ME
MOUNT CHASE,Governor,,IND,Eliot Cutler,10,ME
NEWBURGH,Governor,,IND,Eliot Cutler,51,ME
NEWPORT,Governor,,IND,Eliot Cutler,90,ME
OLD TOWN,Governor,,IND,Eliot Cutler,252,ME
ORONO,Governor,,IND,Eliot Cutler,323,ME
ORRINGTON,Governor,,IND,Eliot Cutler,153,ME
PASSADUMKEAG,Governor,,IND,Eliot Cutler,11,ME
PATTEN,Governor,,IND,Eliot Cutler,24,ME
PENOBSCOT NATION VOTING DISTRICT,Governor,,IND,Eliot Cutler,11,ME
PENOBSCOT TWPS                                                                                                                                        ,Governor,,IND,Eliot Cutler,7,ME
PLYMOUTH,Governor,,IND,Eliot Cutler,30,ME
PRENTISS TWP,Governor,,IND,Eliot Cutler,0,ME
SEBOEIS PLT,Governor,,IND,Eliot Cutler,0,ME
SPRINGFIELD,Governor,,IND,Eliot Cutler,10,ME
STACYVILLE,Governor,,IND,Eliot Cutler,11,ME
STETSON,Governor,,IND,Eliot Cutler,24,ME
T5 R7 WELS TWP/T5 R8 WELS TWP/T6 R8 WELS TWP                                                                                                          ,Governor,,IND,Eliot Cutler,0,ME
VEAZIE,Governor,,IND,Eliot Cutler,72,ME
WEBSTER PLT,Governor,,IND,Eliot Cutler,0,ME
WINN,Governor,,IND,Eliot Cutler,8,ME
WOODVILLE,Governor,,IND,Eliot Cutler,3,ME
ABBOT,Governor,,IND,Eliot Cutler,34,ME
ATKINSON,Governor,,IND,Eliot Cutler,5,ME
BARNARD TWP/EBEEMEE TWP (T5 R9 NWP)/T4 R9 NWP TWP/WILLIAMSBURG TWP                                                                                    ,Governor,,IND,Eliot Cutler,7,ME
BEAVER COVE,Governor,,IND,Eliot Cutler,4,ME
BOWERBANK,Governor,,IND,Eliot Cutler,9,ME
BROWNVILLE,Governor,,IND,Eliot Cutler,49,ME
DOVER-FOXCROFT,Governor,,IND,Eliot Cutler,168,ME
ELLIOTTSVILLE TWP                                                                                                                                     ,Governor,,IND,Eliot Cutler,0,ME
GREENVILLE,Governor,,IND,Eliot Cutler,91,ME
GUILFORD,Governor,,IND,Eliot Cutler,56,ME
KINGSBURY PLT,Governor,,IND,Eliot Cutler,4,ME
LAKE VIEW PLT,Governor,,IND,Eliot Cutler,0,ME
MEDFORD,Governor,,IND,Eliot Cutler,7,ME
MILO,Governor,,IND,Eliot Cutler,63,ME
MONSON,Governor,,IND,Eliot Cutler,25,ME
ORNEVILLE TWP                                                                                                                                         ,Governor,,IND,Eliot Cutler,0,ME
PARKMAN,Governor,,IND,Eliot Cutler,34,ME
SANGERVILLE,Governor,,IND,Eliot Cutler,48,ME
SEBEC,Governor,,IND,Eliot Cutler,11,ME
SHIRLEY,Governor,,IND,Eliot Cutler,9,ME
T1 R9 WELS                                                                                                                                            ,Governor,,IND,Eliot Cutler,1,ME
T10 R15 WELS TWP                                                                                                                                      ,Governor,,IND,Eliot Cutler,0,ME
WELLINGTON,Governor,,IND,Eliot Cutler,4,ME
WILLIMANTIC,Governor,,IND,Eliot Cutler,2,ME
ARROWSIC,Governor,,IND,Eliot Cutler,17,ME
BATH,Governor,,IND,Eliot Cutler,333,ME
BOWDOIN,Governor,,IND,Eliot Cutler,101,ME
BOWDOINHAM,Governor,,IND,Eliot Cutler,125,ME
GEORGETOWN,Governor,,IND,Eliot Cutler,43,ME
PHIPPSBURG,Governor,,IND,Eliot Cutler,105,ME
RICHMOND,Governor,,IND,Eliot Cutler,150,ME
TOPSHAM,Governor,,IND,Eliot Cutler,451,ME
WEST BATH,Governor,,IND,Eliot Cutler,91,ME
WOOLWICH,Governor,,IND,Eliot Cutler,134,ME
ANSON,Governor,,IND,Eliot Cutler,66,ME
ATHENS,Governor,,IND,Eliot Cutler,12,ME
BINGHAM,Governor,,IND,Eliot Cutler,63,ME
BRIGHTON PLT,Governor,,IND,Eliot Cutler,1,ME
CAMBRIDGE,Governor,,IND,Eliot Cutler,7,ME
CANAAN,Governor,,IND,Eliot Cutler,68,ME
CARATUNK,Governor,,IND,Eliot Cutler,7,ME
CONCORD TWP                                                                                                                                           ,Governor,,IND,Eliot Cutler,0,ME
CORNVILLE,Governor,,IND,Eliot Cutler,33,ME
DENNISTOWN PLT,Governor,,IND,Eliot Cutler,1,ME
DETROIT,Governor,,IND,Eliot Cutler,29,ME
EMBDEN,Governor,,IND,Eliot Cutler,36,ME
FAIRFIELD,Governor,,IND,Eliot Cutler,200,ME
HARMONY,Governor,,IND,Eliot Cutler,29,ME
HARTLAND,Governor,,IND,Eliot Cutler,56,ME
HIGHLAND PLT,Governor,,IND,Eliot Cutler,3,ME
JACKMAN,Governor,,IND,Eliot Cutler,30,ME
LEXINGTON TWP/SPRING LAKE TWP                                                                                                                         ,Governor,,IND,Eliot Cutler,0,ME
MADISON,Governor,,IND,Eliot Cutler,130,ME
MERCER,Governor,,IND,Eliot Cutler,44,ME
MOOSE RIVER,Governor,,IND,Eliot Cutler,3,ME
MOSCOW,Governor,,IND,Eliot Cutler,18,ME
NEW PORTLAND,Governor,,IND,Eliot Cutler,36,ME
NORRIDGEWOCK,Governor,,IND,Eliot Cutler,98,ME
PALMYRA,Governor,,IND,Eliot Cutler,73,ME
PITTSFIELD,Governor,,IND,Eliot Cutler,112,ME
PLEASANT RIDGE PLT,Governor,,IND,Eliot Cutler,4,ME
RIPLEY,Governor,,IND,Eliot Cutler,11,ME
ROCKWOOD STRIP TWP,Governor,,IND,Eliot Cutler,14,ME
SAINT ALBANS,Governor,,IND,Eliot Cutler,67,ME
SKOWHEGAN,Governor,,IND,Eliot Cutler,218,ME
SMITHFIELD,Governor,,IND,Eliot Cutler,47,ME
SOLON,Governor,,IND,Eliot Cutler,39,ME
STARKS,Governor,,IND,Eliot Cutler,24,ME
THE FORKS PLT,Governor,,IND,Eliot Cutler,4,ME
WEST FORKS PLT,Governor,,IND,Eliot Cutler,3,ME
BELFAST,Governor,,IND,Eliot Cutler,255,ME
BELMONT,Governor,,IND,Eliot Cutler,32,ME
BROOKS,Governor,,IND,Eliot Cutler,33,ME
BURNHAM,Governor,,IND,Eliot Cutler,44,ME
FRANKFORT,Governor,,IND,Eliot Cutler,53,ME
FREEDOM,Governor,,IND,Eliot Cutler,25,ME
ISLESBORO,Governor,,IND,Eliot Cutler,27,ME
JACKSON,Governor,,IND,Eliot Cutler,18,ME
KNOX,Governor,,IND,Eliot Cutler,16,ME
LIBERTY,Governor,,IND,Eliot Cutler,24,ME
LINCOLNVILLE,Governor,,IND,Eliot Cutler,96,ME
MONROE,Governor,,IND,Eliot Cutler,40,ME
MONTVILLE,Governor,,IND,Eliot Cutler,28,ME
MORRILL,Governor,,IND,Eliot Cutler,36,ME
NORTHPORT,Governor,,IND,Eliot Cutler,79,ME
PALERMO,Governor,,IND,Eliot Cutler,58,ME
PROSPECT,Governor,,IND,Eliot Cutler,17,ME
SEARSMONT,Governor,,IND,Eliot Cutler,47,ME
SEARSPORT,Governor,,IND,Eliot Cutler,106,ME
STOCKTON SPRINGS,Governor,,IND,Eliot Cutler,66,ME
SWANVILLE,Governor,,IND,Eliot Cutler,43,ME
THORNDIKE,Governor,,IND,Eliot Cutler,29,ME
TROY,Governor,,IND,Eliot Cutler,48,ME
UNITY,Governor,,IND,Eliot Cutler,55,ME
WALDO,Governor,,IND,Eliot Cutler,23,ME
WINTERPORT,Governor,,IND,Eliot Cutler,142,ME
ADDISON,Governor,,IND,Eliot Cutler,45,ME
ALEXANDER,Governor,,IND,Eliot Cutler,23,ME
BAILEYVILLE,Governor,,IND,Eliot Cutler,55,ME
BARING PLT,Governor,,IND,Eliot Cutler,4,ME
BEALS,Governor,,IND,Eliot Cutler,16,ME
BEDDINGTON,Governor,,IND,Eliot Cutler,3,ME
BERRY TWP/CATHANCE TWP/MARION TWP                                                                                                                     ,Governor,,IND,Eliot Cutler,2,ME
CALAIS,Governor,,IND,Eliot Cutler,96,ME
CENTERVILLE TWP                                                                                                                                       ,Governor,,IND,Eliot Cutler,0,ME
CHARLOTTE,Governor,,IND,Eliot Cutler,10,ME
CHERRYFIELD,Governor,,IND,Eliot Cutler,32,ME
COLUMBIA,Governor,,IND,Eliot Cutler,8,ME
COLUMBIA FALLS,Governor,,IND,Eliot Cutler,23,ME
COOPER,Governor,,IND,Eliot Cutler,7,ME
CRAWFORD,Governor,,IND,Eliot Cutler,1,ME
CUTLER,Governor,,IND,Eliot Cutler,22,ME
DANFORTH,Governor,,IND,Eliot Cutler,24,ME
DEBLOIS,Governor,,IND,Eliot Cutler,0,ME
DENNYSVILLE,Governor,,IND,Eliot Cutler,38,ME
EAST MACHIAS,Governor,,IND,Eliot Cutler,46,ME
EASTPORT,Governor,,IND,Eliot Cutler,73,ME
GRAND LAKE STREAM PLT,Governor,,IND,Eliot Cutler,9,ME
HARRINGTON,Governor,,IND,Eliot Cutler,23,ME
INDIAN TOWNSHIP,Governor,,IND,Eliot Cutler,8,ME
JONESBORO,Governor,,IND,Eliot Cutler,37,ME
JONESPORT,Governor,,IND,Eliot Cutler,38,ME
LUBEC,Governor,,IND,Eliot Cutler,75,ME
MACHIAS,Governor,,IND,Eliot Cutler,66,ME
MACHIASPORT,Governor,,IND,Eliot Cutler,46,ME
MARSHFIELD,Governor,,IND,Eliot Cutler,17,ME
MEDDYBEMPS,Governor,,IND,Eliot Cutler,10,ME
MILBRIDGE,Governor,,IND,Eliot Cutler,42,ME
NORTHFIELD,Governor,,IND,Eliot Cutler,12,ME
PEMBROKE,Governor,,IND,Eliot Cutler,34,ME
PERRY,Governor,,IND,Eliot Cutler,31,ME
PLEASANT POINT VOTING DISTRICT,Governor,,IND,Eliot Cutler,13,ME
PRINCETON,Governor,,IND,Eliot Cutler,31,ME
ROBBINSTON,Governor,,IND,Eliot Cutler,24,ME
ROQUE BLUFFS,Governor,,IND,Eliot Cutler,15,ME
STEUBEN,Governor,,IND,Eliot Cutler,36,ME
TALMADGE,Governor,,IND,Eliot Cutler,0,ME
TOPSFIELD,Governor,,IND,Eliot Cutler,6,ME
VANCEBORO,Governor,,IND,Eliot Cutler,6,ME
WAITE,Governor,,IND,Eliot Cutler,7,ME
WESLEY,Governor,,IND,Eliot Cutler,6,ME
WHITING,Governor,,IND,Eliot Cutler,35,ME
WHITNEYVILLE,Governor,,IND,Eliot Cutler,2,ME
ACTON,Governor,,IND,Eliot Cutler,103,ME
ALFRED,Governor,,IND,Eliot Cutler,147,ME
ARUNDEL,Governor,,IND,Eliot Cutler,172,ME
BERWICK,Governor,,IND,Eliot Cutler,218,ME
BIDDEFORD,Governor,,IND,Eliot Cutler,755,ME
BUXTON,Governor,,IND,Eliot Cutler,301,ME
CORNISH,Governor,,IND,Eliot Cutler,35,ME
DAYTON,Governor,,IND,Eliot Cutler,90,ME
ELIOT,Governor,,IND,Eliot Cutler,360,ME
HOLLIS,Governor,,IND,Eliot Cutler,165,ME
KENNEBUNK,Governor,,IND,Eliot Cutler,638,ME
KENNEBUNKPORT,Governor,,IND,Eliot Cutler,218,ME
KITTERY,Governor,,IND,Eliot Cutler,502,ME
LEBANON,Governor,,IND,Eliot Cutler,205,ME
LIMERICK,Governor,,IND,Eliot Cutler,106,ME
LIMINGTON,Governor,,IND,Eliot Cutler,106,ME
LYMAN,Governor,,IND,Eliot Cutler,140,ME
NEWFIELD,Governor,,IND,Eliot Cutler,58,ME
NORTH BERWICK,Governor,,IND,Eliot Cutler,180,ME
OGUNQUIT,Governor,,IND,Eliot Cutler,70,ME
OLD ORCHARD BEACH,Governor,,IND,Eliot Cutler,402,ME
PARSONSFIELD,Governor,,IND,Eliot Cutler,67,ME
SACO,Governor,,IND,Eliot Cutler,751,ME
SANFORD,Governor,,IND,Eliot Cutler,729,ME
SHAPLEIGH,Governor,,IND,Eliot Cutler,107,ME
SOUTH BERWICK,Governor,,IND,Eliot Cutler,275,ME
WATERBORO,Governor,,IND,Eliot Cutler,248,ME
WELLS,Governor,,IND,Eliot Cutler,439,ME
YORK,Governor,,IND,Eliot Cutler,774,ME
AUBURN,Governor,,REP,Paul LePage,4944,ME
DURHAM,Governor,,REP,Paul LePage,1229,ME
GREENE,Governor,,REP,Paul LePage,1497,ME
LEEDS,Governor,,REP,Paul LePage,658,ME
LEWISTON,Governor,,REP,Paul LePage,6846,ME
LISBON,Governor,,REP,Paul LePage,2480,ME
LIVERMORE,Governor,,REP,Paul LePage,627,ME
LIVERMORE FALLS,Governor,,REP,Paul LePage,595,ME
MECHANIC FALLS,Governor,,REP,Paul LePage,796,ME
MINOT,Governor,,REP,Paul LePage,925,ME
POLAND,Governor,,REP,Paul LePage,1615,ME
SABATTUS,Governor,,REP,Paul LePage,1430,ME
TURNER,Governor,,REP,Paul LePage,1820,ME
WALES,Governor,,REP,Paul LePage,525,ME
ALLAGASH,Governor,,REP,Paul LePage,72,ME
AMITY,Governor,,REP,Paul LePage,51,ME
ASHLAND,Governor,,REP,Paul LePage,230,ME
BANCROFT,Governor,,REP,Paul LePage,19,ME
BLAINE,Governor,,REP,Paul LePage,229,ME
BRIDGEWATER,Governor,,REP,Paul LePage,146,ME
CARIBOU/CONNOR TWP,Governor,,REP,Paul LePage,1532,ME
CARY PLT,Governor,,REP,Paul LePage,54,ME
CASTLE HILL,Governor,,REP,Paul LePage,108,ME
CASWELL,Governor,,REP,Paul LePage,51,ME
CHAPMAN,Governor,,REP,Paul LePage,111,ME
CROSS LAKE TWP (T17 R5),Governor,,REP,Paul LePage,49,ME
CRYSTAL,Governor,,REP,Paul LePage,80,ME
CYR PLT,Governor,,REP,Paul LePage,24,ME
DYER BROOK,Governor,,REP,Paul LePage,66,ME
E TWP                                                                                                                                                 ,Governor,,REP,Paul LePage,15,ME
EAGLE LAKE,Governor,,REP,Paul LePage,159,ME
EASTON,Governor,,REP,Paul LePage,300,ME
FORT FAIRFIELD,Governor,,REP,Paul LePage,641,ME
FORT KENT,Governor,,REP,Paul LePage,678,ME
FRENCHVILLE,Governor,,REP,Paul LePage,194,ME
GARFIELD PLT,Governor,,REP,Paul LePage,25,ME
GLENWOOD PLT,Governor,,REP,Paul LePage,3,ME
GRAND ISLE,Governor,,REP,Paul LePage,49,ME
HAMLIN,Governor,,REP,Paul LePage,43,ME
HAMMOND,Governor,,REP,Paul LePage,20,ME
HAYNESVILLE,Governor,,REP,Paul LePage,21,ME
HERSEY,Governor,,REP,Paul LePage,23,ME
HODGDON,Governor,,REP,Paul LePage,364,ME
HOULTON,Governor,,REP,Paul LePage,1011,ME
ISLAND FALLS,Governor,,REP,Paul LePage,185,ME
LIMESTONE,Governor,,REP,Paul LePage,287,ME
LINNEUS,Governor,,REP,Paul LePage,189,ME
LITTLETON,Governor,,REP,Paul LePage,231,ME
LUDLOW,Governor,,REP,Paul LePage,96,ME
MACWAHOC PLT,Governor,,REP,Paul LePage,29,ME
MADAWASKA,Governor,,REP,Paul LePage,525,ME
MADAWASKA LAKE TWP (T16 R4),Governor,,REP,Paul LePage,57,ME
MAPLETON,Governor,,REP,Paul LePage,527,ME
MARS HILL,Governor,,REP,Paul LePage,409,ME
MASARDIS,Governor,,REP,Paul LePage,54,ME
MERRILL,Governor,,REP,Paul LePage,53,ME
MOLUNKUS TWP                                                                                                                                          ,Governor,,REP,Paul LePage,16,ME
MONTICELLO,Governor,,REP,Paul LePage,180,ME
MORO PLT,Governor,,REP,Paul LePage,17,ME
NEW CANADA,Governor,,REP,Paul LePage,47,ME
NEW LIMERICK,Governor,,REP,Paul LePage,166,ME
NEW SWEDEN,Governor,,REP,Paul LePage,138,ME
OAKFIELD,Governor,,REP,Paul LePage,164,ME
ORIENT,Governor,,REP,Paul LePage,39,ME
OXBOW PLT,Governor,,REP,Paul LePage,26,ME
PERHAM,Governor,,REP,Paul LePage,109,ME
PORTAGE LAKE,Governor,,REP,Paul LePage,118,ME
PRESQUE ISLE,Governor,,REP,Paul LePage,1579,ME
REED PLT,Governor,,REP,Paul LePage,46,ME
SAINT AGATHA,Governor,,REP,Paul LePage,194,ME
SAINT FRANCIS,Governor,,REP,Paul LePage,76,ME
SAINT JOHN PLT,Governor,,REP,Paul LePage,50,ME
SHERMAN,Governor,,REP,Paul LePage,345,ME
SMYRNA,Governor,,REP,Paul LePage,58,ME
STOCKHOLM,Governor,,REP,Paul LePage,55,ME
T11 R4 WELS                                                                                                                                           ,Governor,,REP,Paul LePage,10,ME
T12 R13/T9 R8 WELS TWP                                                                                                                                ,Governor,,REP,Paul LePage,0,ME
T15 R6 WELS                                                                                                                                           ,Governor,,REP,Paul LePage,5,ME
T4 R3 TWP                                                                                                                                             ,Governor,,REP,Paul LePage,0,ME
TD R2 WELS                                                                                                                                            ,Governor,,REP,Paul LePage,0,ME
VAN BUREN,Governor,,REP,Paul LePage,255,ME
WADE,Governor,,REP,Paul LePage,61,ME
WALLAGRASS,Governor,,REP,Paul LePage,97,ME
WASHBURN,Governor,,REP,Paul LePage,312,ME
WESTFIELD,Governor,,REP,Paul LePage,111,ME
WESTMANLAND,Governor,,REP,Paul LePage,21,ME
WESTON,Governor,,REP,Paul LePage,79,ME
WINTERVILLE PLT,Governor,,REP,Paul LePage,49,ME
WOODLAND,Governor,,REP,Paul LePage,292,ME
BALDWIN,Governor,,REP,Paul LePage,528,ME
BRIDGTON,Governor,,REP,Paul LePage,1315,ME
BRUNSWICK,Governor,,REP,Paul LePage,3439,ME
CAPE ELIZABETH,Governor,,REP,Paul LePage,1793,ME
CASCO,Governor,,REP,Paul LePage,984,ME
CHEBEAGUE ISLAND,Governor,,REP,Paul LePage,70,ME
CUMBERLAND,Governor,,REP,Paul LePage,1980,ME
