county,office,district,party,candidate,votes,state
CHEROKEE,Governor,,REP,MARY FALLIN,4093,OK
CHEROKEE,Governor,,IND,KIMBERLY WILLIS,224,OK
CHEROKEE,Governor,,IND,RICHARD PRAWDZIENSKI,113,OK
CHOCTAW,Governor,,DEM,JOE DORMAN,1282,OK
CHOCTAW,Governor,,REP,MARY FALLIN,1743,OK
CHOCTAW,Governor,,IND,KIMBERLY WILLIS,66,OK
CHOCTAW,Governor,,IND,RICHARD PRAWDZIENSKI,38,OK
CIMARRON,Governor,,DEM,JOE DORMAN,137,OK
CIMARRON,Governor,,REP,MARY FALLIN,576,OK
CIMARRON,Governor,,IND,KIMBERLY WILLIS,29,OK
CIMARRON,Governor,,IND,RICHARD PRAWDZIENSKI,23,OK
CLEVELAND,Governor,,DEM,JOE DORMAN,27247,OK
CLEVELAND,Governor,,REP,MARY FALLIN,30989,OK
CLEVELAND,Governor,,IND,KIMBERLY WILLIS,1296,OK
CLEVELAND,Governor,,IND,RICHARD PRAWDZIENSKI,695,OK
COAL,Governor,,DEM,JOE DORMAN,937,OK
COAL,Governor,,REP,MARY FALLIN,749,OK
COAL,Governor,,IND,KIMBERLY WILLIS,36,OK
COAL,Governor,,IND,RICHARD PRAWDZIENSKI,29,OK
COMANCHE,Governor,,DEM,JOE DORMAN,9299,OK
COMANCHE,Governor,,REP,MARY FALLIN,10091,OK
COMANCHE,Governor,,IND,KIMBERLY WILLIS,400,OK
COMANCHE,Governor,,IND,RICHARD PRAWDZIENSKI,210,OK
COTTON,Governor,,DEM,JOE DORMAN,730,OK
COTTON,Governor,,REP,MARY FALLIN,902,OK
COTTON,Governor,,IND,KIMBERLY WILLIS,29,OK
COTTON,Governor,,IND,RICHARD PRAWDZIENSKI,23,OK
CRAIG,Governor,,DEM,JOE DORMAN,1491,OK
CRAIG,Governor,,REP,MARY FALLIN,1958,OK
CRAIG,Governor,,IND,KIMBERLY WILLIS,77,OK
CRAIG,Governor,,IND,RICHARD PRAWDZIENSKI,38,OK
CREEK,Governor,,DEM,JOE DORMAN,5210,OK
CREEK,Governor,,REP,MARY FALLIN,9618,OK
CREEK,Governor,,IND,KIMBERLY WILLIS,325,OK
CREEK,Governor,,IND,RICHARD PRAWDZIENSKI,184,OK
CUSTER,Governor,,DEM,JOE DORMAN,2124,OK
CUSTER,Governor,,REP,MARY FALLIN,4210,OK
CUSTER,Governor,,IND,KIMBERLY WILLIS,127,OK
CUSTER,Governor,,IND,RICHARD PRAWDZIENSKI,57,OK
DELAWARE,Governor,,DEM,JOE DORMAN,3126,OK
DELAWARE,Governor,,REP,MARY FALLIN,5614,OK
DELAWARE,Governor,,IND,KIMBERLY WILLIS,152,OK
DELAWARE,Governor,,IND,RICHARD PRAWDZIENSKI,98,OK
DEWEY,Governor,,DEM,JOE DORMAN,454,OK
DEWEY,Governor,,REP,MARY FALLIN,996,OK
DEWEY,Governor,,IND,KIMBERLY WILLIS,25,OK
DEWEY,Governor,,IND,RICHARD PRAWDZIENSKI,21,OK
ELLIS,Governor,,DEM,JOE DORMAN,316,OK
ELLIS,Governor,,REP,MARY FALLIN,888,OK
ELLIS,Governor,,IND,KIMBERLY WILLIS,24,OK
ELLIS,Governor,,IND,RICHARD PRAWDZIENSKI,19,OK
GARFIELD,Governor,,DEM,JOE DORMAN,4906,OK
GARFIELD,Governor,,REP,MARY FALLIN,7247,OK
GARFIELD,Governor,,IND,KIMBERLY WILLIS,330,OK
GARFIELD,Governor,,IND,RICHARD PRAWDZIENSKI,200,OK
GARVIN,Governor,,DEM,JOE DORMAN,2428,OK
GARVIN,Governor,,REP,MARY FALLIN,3417,OK
GARVIN,Governor,,IND,KIMBERLY WILLIS,135,OK
GARVIN,Governor,,IND,RICHARD PRAWDZIENSKI,54,OK
GRADY,Governor,,DEM,JOE DORMAN,5568,OK
GRADY,Governor,,REP,MARY FALLIN,7027,OK
GRADY,Governor,,IND,KIMBERLY WILLIS,203,OK
GRADY,Governor,,IND,RICHARD PRAWDZIENSKI,114,OK
GRANT,Governor,,DEM,JOE DORMAN,558,OK
GRANT,Governor,,REP,MARY FALLIN,979,OK
GRANT,Governor,,IND,KIMBERLY WILLIS,46,OK
GRANT,Governor,,IND,RICHARD PRAWDZIENSKI,15,OK
GREER,Governor,,DEM,JOE DORMAN,616,OK
GREER,Governor,,REP,MARY FALLIN,820,OK
GREER,Governor,,IND,KIMBERLY WILLIS,31,OK
GREER,Governor,,IND,RICHARD PRAWDZIENSKI,21,OK
HARMON,Governor,,DEM,JOE DORMAN,269,OK
HARMON,Governor,,REP,MARY FALLIN,404,OK
HARMON,Governor,,IND,KIMBERLY WILLIS,6,OK
HARMON,Governor,,IND,RICHARD PRAWDZIENSKI,7,OK
HARPER,Governor,,DEM,JOE DORMAN,289,OK
HARPER,Governor,,REP,MARY FALLIN,750,OK
HARPER,Governor,,IND,KIMBERLY WILLIS,28,OK
HARPER,Governor,,IND,RICHARD PRAWDZIENSKI,10,OK
HASKELL,Governor,,DEM,JOE DORMAN,1176,OK
HASKELL,Governor,,REP,MARY FALLIN,1254,OK
HASKELL,Governor,,IND,KIMBERLY WILLIS,42,OK
HASKELL,Governor,,IND,RICHARD PRAWDZIENSKI,15,OK
HUGHES,Governor,,DEM,JOE DORMAN,1262,OK
HUGHES,Governor,,REP,MARY FALLIN,1555,OK
HUGHES,Governor,,IND,KIMBERLY WILLIS,60,OK
HUGHES,Governor,,IND,RICHARD PRAWDZIENSKI,45,OK
JACKSON,Governor,,DEM,JOE DORMAN,1018,OK
JACKSON,Governor,,REP,MARY FALLIN,3071,OK
JACKSON,Governor,,IND,KIMBERLY WILLIS,75,OK
JACKSON,Governor,,IND,RICHARD PRAWDZIENSKI,43,OK
JEFFERSON,Governor,,DEM,JOE DORMAN,555,OK
JEFFERSON,Governor,,REP,MARY FALLIN,640,OK
JEFFERSON,Governor,,IND,KIMBERLY WILLIS,32,OK
JEFFERSON,Governor,,IND,RICHARD PRAWDZIENSKI,13,OK
JOHNSTON,Governor,,DEM,JOE DORMAN,1119,OK
JOHNSTON,Governor,,REP,MARY FALLIN,1133,OK
JOHNSTON,Governor,,IND,KIMBERLY WILLIS,71,OK
JOHNSTON,Governor,,IND,RICHARD PRAWDZIENSKI,33,OK
KAY,Governor,,DEM,JOE DORMAN,3551,OK
KAY,Governor,,REP,MARY FALLIN,6131,OK
KAY,Governor,,IND,KIMBERLY WILLIS,201,OK
KAY,Governor,,IND,RICHARD PRAWDZIENSKI,106,OK
KINGFISHER,Governor,,DEM,JOE DORMAN,948,OK
KINGFISHER,Governor,,REP,MARY FALLIN,2662,OK
KINGFISHER,Governor,,IND,KIMBERLY WILLIS,61,OK
KINGFISHER,Governor,,IND,RICHARD PRAWDZIENSKI,35,OK
KIOWA,Governor,,DEM,JOE DORMAN,1090,OK
KIOWA,Governor,,REP,MARY FALLIN,1305,OK
KIOWA,Governor,,IND,KIMBERLY WILLIS,40,OK
KIOWA,Governor,,IND,RICHARD PRAWDZIENSKI,23,OK
LATIMER,Governor,,DEM,JOE DORMAN,1266,OK
LATIMER,Governor,,REP,MARY FALLIN,1016,OK
LATIMER,Governor,,IND,KIMBERLY WILLIS,48,OK
LATIMER,Governor,,IND,RICHARD PRAWDZIENSKI,30,OK
LEFLORE,Governor,,DEM,JOE DORMAN,4074,OK
LEFLORE,Governor,,REP,MARY FALLIN,5281,OK
LEFLORE,Governor,,IND,KIMBERLY WILLIS,315,OK
LEFLORE,Governor,,IND,RICHARD PRAWDZIENSKI,150,OK
LINCOLN,Governor,,DEM,JOE DORMAN,3001,OK
LINCOLN,Governor,,REP,MARY FALLIN,5377,OK
LINCOLN,Governor,,IND,KIMBERLY WILLIS,217,OK
LINCOLN,Governor,,IND,RICHARD PRAWDZIENSKI,120,OK
LOGAN,Governor,,DEM,JOE DORMAN,3462,OK
LOGAN,Governor,,REP,MARY FALLIN,6864,OK
LOGAN,Governor,,IND,KIMBERLY WILLIS,224,OK
LOGAN,Governor,,IND,RICHARD PRAWDZIENSKI,139,OK
LOVE,Governor,,DEM,JOE DORMAN,877,OK
LOVE,Governor,,REP,MARY FALLIN,1177,OK
LOVE,Governor,,IND,KIMBERLY WILLIS,68,OK
LOVE,Governor,,IND,RICHARD PRAWDZIENSKI,25,OK
MAJOR,Governor,,DEM,JOE DORMAN,693,OK
MAJOR,Governor,,REP,MARY FALLIN,1417,OK
MAJOR,Governor,,IND,KIMBERLY WILLIS,67,OK
MAJOR,Governor,,IND,RICHARD PRAWDZIENSKI,23,OK
MARSHALL,Governor,,DEM,JOE DORMAN,1494,OK
MARSHALL,Governor,,REP,MARY FALLIN,1792,OK
MARSHALL,Governor,,IND,KIMBERLY WILLIS,90,OK
MARSHALL,Governor,,IND,RICHARD PRAWDZIENSKI,43,OK
MAYES,Governor,,DEM,JOE DORMAN,4016,OK
MAYES,Governor,,REP,MARY FALLIN,5158,OK
MAYES,Governor,,IND,KIMBERLY WILLIS,227,OK
MAYES,Governor,,IND,RICHARD PRAWDZIENSKI,110,OK
MURRAY,Governor,,DEM,JOE DORMAN,1251,OK
MURRAY,Governor,,REP,MARY FALLIN,1606,OK
MURRAY,Governor,,IND,KIMBERLY WILLIS,60,OK
MURRAY,Governor,,IND,RICHARD PRAWDZIENSKI,35,OK
MUSKOGEE,Governor,,DEM,JOE DORMAN,7039,OK
MUSKOGEE,Governor,,REP,MARY FALLIN,6822,OK
MUSKOGEE,Governor,,IND,KIMBERLY WILLIS,322,OK
MUSKOGEE,Governor,,IND,RICHARD PRAWDZIENSKI,147,OK
McCLAIN,Governor,,DEM,JOE DORMAN,3210,OK
McCLAIN,Governor,,REP,MARY FALLIN,5593,OK
McCLAIN,Governor,,IND,KIMBERLY WILLIS,153,OK
McCLAIN,Governor,,IND,RICHARD PRAWDZIENSKI,107,OK
McCURTAIN,Governor,,DEM,JOE DORMAN,2917,OK
McCURTAIN,Governor,,REP,MARY FALLIN,3445,OK
McCURTAIN,Governor,,IND,KIMBERLY WILLIS,251,OK
McCURTAIN,Governor,,IND,RICHARD PRAWDZIENSKI,110,OK
McINTOSH,Governor,,DEM,JOE DORMAN,2098,OK
McINTOSH,Governor,,REP,MARY FALLIN,2361,OK
McINTOSH,Governor,,IND,KIMBERLY WILLIS,107,OK
McINTOSH,Governor,,IND,RICHARD PRAWDZIENSKI,43,OK
NOBLE,Governor,,DEM,JOE DORMAN,927,OK
NOBLE,Governor,,REP,MARY FALLIN,1901,OK
NOBLE,Governor,,IND,KIMBERLY WILLIS,58,OK
NOBLE,Governor,,IND,RICHARD PRAWDZIENSKI,32,OK
NOWATA,Governor,,DEM,JOE DORMAN,953,OK
NOWATA,Governor,,REP,MARY FALLIN,1656,OK
NOWATA,Governor,,IND,KIMBERLY WILLIS,60,OK
NOWATA,Governor,,IND,RICHARD PRAWDZIENSKI,36,OK
OKFUSKEE,Governor,,DEM,JOE DORMAN,1254,OK
OKFUSKEE,Governor,,REP,MARY FALLIN,1290,OK
OKFUSKEE,Governor,,IND,KIMBERLY WILLIS,62,OK
OKFUSKEE,Governor,,IND,RICHARD PRAWDZIENSKI,29,OK
OKLAHOMA,Governor,,DEM,JOE DORMAN,71431,OK
OKLAHOMA,Governor,,REP,MARY FALLIN,79853,OK
OKLAHOMA,Governor,,IND,KIMBERLY WILLIS,2768,OK
OKLAHOMA,Governor,,IND,RICHARD PRAWDZIENSKI,1588,OK
OKMULGEE,Governor,,DEM,JOE DORMAN,3780,OK
OKMULGEE,Governor,,REP,MARY FALLIN,4165,OK
OKMULGEE,Governor,,IND,KIMBERLY WILLIS,164,OK
OKMULGEE,Governor,,IND,RICHARD PRAWDZIENSKI,92,OK
OSAGE,Governor,,DEM,JOE DORMAN,5009,OK
OSAGE,Governor,,REP,MARY FALLIN,5861,OK
OSAGE,Governor,,IND,KIMBERLY WILLIS,279,OK
OSAGE,Governor,,IND,RICHARD PRAWDZIENSKI,104,OK
OTTAWA,Governor,,DEM,JOE DORMAN,2066,OK
OTTAWA,Governor,,REP,MARY FALLIN,2950,OK
OTTAWA,Governor,,IND,KIMBERLY WILLIS,134,OK
OTTAWA,Governor,,IND,RICHARD PRAWDZIENSKI,68,OK
PAWNEE,Governor,,DEM,JOE DORMAN,1346,OK
PAWNEE,Governor,,REP,MARY FALLIN,2191,OK
PAWNEE,Governor,,IND,KIMBERLY WILLIS,83,OK
PAWNEE,Governor,,IND,RICHARD PRAWDZIENSKI,53,OK
PAYNE,Governor,,DEM,JOE DORMAN,7088,OK
PAYNE,Governor,,REP,MARY FALLIN,7954,OK
PAYNE,Governor,,IND,KIMBERLY WILLIS,276,OK
PAYNE,Governor,,IND,RICHARD PRAWDZIENSKI,162,OK
PITTSBURG,Governor,,DEM,JOE DORMAN,4599,OK
PITTSBURG,Governor,,REP,MARY FALLIN,5163,OK
PITTSBURG,Governor,,IND,KIMBERLY WILLIS,272,OK
PITTSBURG,Governor,,IND,RICHARD PRAWDZIENSKI,136,OK
PONTOTOC,Governor,,DEM,JOE DORMAN,4051,OK
PONTOTOC,Governor,,REP,MARY FALLIN,3664,OK
PONTOTOC,Governor,,IND,KIMBERLY WILLIS,177,OK
PONTOTOC,Governor,,IND,RICHARD PRAWDZIENSKI,80,OK
POTTAWATOMIE,Governor,,DEM,JOE DORMAN,5237,OK
POTTAWATOMIE,Governor,,REP,MARY FALLIN,8909,OK
POTTAWATOMIE,Governor,,IND,KIMBERLY WILLIS,305,OK
POTTAWATOMIE,Governor,,IND,RICHARD PRAWDZIENSKI,170,OK
PUSHMATAHA,Governor,,DEM,JOE DORMAN,1136,OK
PUSHMATAHA,Governor,,REP,MARY FALLIN,1319,OK
PUSHMATAHA,Governor,,IND,KIMBERLY WILLIS,73,OK
PUSHMATAHA,Governor,,IND,RICHARD PRAWDZIENSKI,47,OK
ROGER MILLS,Governor,,DEM,JOE DORMAN,409,OK
ROGER MILLS,Governor,,REP,MARY FALLIN,778,OK
ROGER MILLS,Governor,,IND,KIMBERLY WILLIS,22,OK
ROGER MILLS,Governor,,IND,RICHARD PRAWDZIENSKI,10,OK
ROGERS,Governor,,DEM,JOE DORMAN,7167,OK
ROGERS,Governor,,REP,MARY FALLIN,14048,OK
ROGERS,Governor,,IND,KIMBERLY WILLIS,465,OK
ROGERS,Governor,,IND,RICHARD PRAWDZIENSKI,265,OK
SEMINOLE,Governor,,DEM,JOE DORMAN,1955,OK
SEMINOLE,Governor,,REP,MARY FALLIN,2663,OK
SEMINOLE,Governor,,IND,KIMBERLY WILLIS,95,OK
SEMINOLE,Governor,,IND,RICHARD PRAWDZIENSKI,56,OK
SEQUOYAH,Governor,,DEM,JOE DORMAN,3649,OK
SEQUOYAH,Governor,,REP,MARY FALLIN,4676,OK
SEQUOYAH,Governor,,IND,KIMBERLY WILLIS,193,OK
SEQUOYAH,Governor,,IND,RICHARD PRAWDZIENSKI,122,OK
STEPHENS,Governor,,DEM,JOE DORMAN,4613,OK
STEPHENS,Governor,,REP,MARY FALLIN,6393,OK
STEPHENS,Governor,,IND,KIMBERLY WILLIS,245,OK
STEPHENS,Governor,,IND,RICHARD PRAWDZIENSKI,117,OK
TEXAS,Governor,,DEM,JOE DORMAN,639,OK
TEXAS,Governor,,REP,MARY FALLIN,2466,OK
TEXAS,Governor,,IND,KIMBERLY WILLIS,81,OK
TEXAS,Governor,,IND,RICHARD PRAWDZIENSKI,42,OK
TILLMAN,Governor,,DEM,JOE DORMAN,644,OK
TILLMAN,Governor,,REP,MARY FALLIN,991,OK
TILLMAN,Governor,,IND,KIMBERLY WILLIS,34,OK
TILLMAN,Governor,,IND,RICHARD PRAWDZIENSKI,24,OK
TULSA,Governor,,DEM,JOE DORMAN,53073,OK
TULSA,Governor,,REP,MARY FALLIN,74867,OK
TULSA,Governor,,IND,KIMBERLY WILLIS,2423,OK
TULSA,Governor,,IND,RICHARD PRAWDZIENSKI,1286,OK
WAGONER,Governor,,DEM,JOE DORMAN,5500,OK
WAGONER,Governor,,REP,MARY FALLIN,10675,OK
WAGONER,Governor,,IND,KIMBERLY WILLIS,397,OK
WAGONER,Governor,,IND,RICHARD PRAWDZIENSKI,169,OK
WASHINGTON,Governor,,DEM,JOE DORMAN,3912,OK
WASHINGTON,Governor,,REP,MARY FALLIN,8795,OK
WASHINGTON,Governor,,IND,KIMBERLY WILLIS,347,OK
WASHINGTON,Governor,,IND,RICHARD PRAWDZIENSKI,181,OK
WASHITA,Governor,,DEM,JOE DORMAN,1039,OK
WASHITA,Governor,,REP,MARY FALLIN,1943,OK
WASHITA,Governor,,IND,KIMBERLY WILLIS,55,OK
WASHITA,Governor,,IND,RICHARD PRAWDZIENSKI,27,OK
WOODS,Governor,,DEM,JOE DORMAN,916,OK
WOODS,Governor,,REP,MARY FALLIN,1440,OK
WOODS,Governor,,IND,KIMBERLY WILLIS,55,OK
WOODS,Governor,,IND,RICHARD PRAWDZIENSKI,43,OK
WOODWARD,Governor,,DEM,JOE DORMAN,1126,OK
WOODWARD,Governor,,REP,MARY FALLIN,3029,OK
WOODWARD,Governor,,IND,KIMBERLY WILLIS,88,OK
WOODWARD,Governor,,IND,RICHARD PRAWDZIENSKI,37,OK
AUBURN,Governor,,IND,Eliot Cutler,816,ME
DURHAM,Governor,,IND,Eliot Cutler,168,ME
GREENE,Governor,,IND,Eliot Cutler,117,ME
LEEDS,Governor,,IND,Eliot Cutler,86,ME
LEWISTON,Governor,,IND,Eliot Cutler,1117,ME
LISBON,Governor,,IND,Eliot Cutler,309,ME
LIVERMORE,Governor,,IND,Eliot Cutler,89,ME
LIVERMORE FALLS,Governor,,IND,Eliot Cutler,88,ME
MECHANIC FALLS,Governor,,IND,Eliot Cutler,118,ME
MINOT,Governor,,IND,Eliot Cutler,87,ME
POLAND,Governor,,IND,Eliot Cutler,197,ME
SABATTUS,Governor,,IND,Eliot Cutler,130,ME
TURNER,Governor,,IND,Eliot Cutler,190,ME
WALES,Governor,,IND,Eliot Cutler,44,ME
ALLAGASH,Governor,,IND,Eliot Cutler,5,ME
AMITY,Governor,,IND,Eliot Cutler,6,ME
ASHLAND,Governor,,IND,Eliot Cutler,73,ME
BANCROFT,Governor,,IND,Eliot Cutler,2,ME
BLAINE,Governor,,IND,Eliot Cutler,25,ME
BRIDGEWATER,Governor,,IND,Eliot Cutler,27,ME
CARIBOU/CONNOR TWP,Governor,,IND,Eliot Cutler,332,ME
CARY PLT,Governor,,IND,Eliot Cutler,19,ME
CASTLE HILL,Governor,,IND,Eliot Cutler,27,ME
CASWELL,Governor,,IND,Eliot Cutler,14,ME
CHAPMAN,Governor,,IND,Eliot Cutler,21,ME
CROSS LAKE TWP (T17 R5),Governor,,IND,Eliot Cutler,8,ME
CRYSTAL,Governor,,IND,Eliot Cutler,10,ME
CYR PLT,Governor,,IND,Eliot Cutler,4,ME
DYER BROOK,Governor,,IND,Eliot Cutler,13,ME
E TWP                                                                                                                                                 ,Governor,,IND,Eliot Cutler,7,ME
EAGLE LAKE,Governor,,IND,Eliot Cutler,30,ME
EASTON,Governor,,IND,Eliot Cutler,63,ME
FORT FAIRFIELD,Governor,,IND,Eliot Cutler,144,ME
FORT KENT,Governor,,IND,Eliot Cutler,126,ME
FRENCHVILLE,Governor,,IND,Eliot Cutler,27,ME
GARFIELD PLT,Governor,,IND,Eliot Cutler,10,ME
GLENWOOD PLT,Governor,,IND,Eliot Cutler,0,ME
GRAND ISLE,Governor,,IND,Eliot Cutler,14,ME
HAMLIN,Governor,,IND,Eliot Cutler,7,ME
HAMMOND,Governor,,IND,Eliot Cutler,4,ME
HAYNESVILLE,Governor,,IND,Eliot Cutler,6,ME
HERSEY,Governor,,IND,Eliot Cutler,1,ME
HODGDON,Governor,,IND,Eliot Cutler,54,ME
HOULTON,Governor,,IND,Eliot Cutler,188,ME
ISLAND FALLS,Governor,,IND,Eliot Cutler,30,ME
LIMESTONE,Governor,,IND,Eliot Cutler,58,ME
LINNEUS,Governor,,IND,Eliot Cutler,47,ME
LITTLETON,Governor,,IND,Eliot Cutler,29,ME
LUDLOW,Governor,,IND,Eliot Cutler,28,ME
MACWAHOC PLT,Governor,,IND,Eliot Cutler,2,ME
MADAWASKA,Governor,,IND,Eliot Cutler,123,ME
MADAWASKA LAKE TWP (T16 R4),Governor,,IND,Eliot Cutler,5,ME
MAPLETON,Governor,,IND,Eliot Cutler,91,ME
MARS HILL,Governor,,IND,Eliot Cutler,61,ME
MASARDIS,Governor,,IND,Eliot Cutler,10,ME
MERRILL,Governor,,IND,Eliot Cutler,10,ME
MOLUNKUS TWP                                                                                                                                          ,Governor,,IND,Eliot Cutler,1,ME
MONTICELLO,Governor,,IND,Eliot Cutler,30,ME
MORO PLT,Governor,,IND,Eliot Cutler,2,ME
NEW CANADA,Governor,,IND,Eliot Cutler,10,ME
NEW LIMERICK,Governor,,IND,Eliot Cutler,21,ME
NEW SWEDEN,Governor,,IND,Eliot Cutler,40,ME
OAKFIELD,Governor,,IND,Eliot Cutler,21,ME
ORIENT,Governor,,IND,Eliot Cutler,5,ME
OXBOW PLT,Governor,,IND,Eliot Cutler,2,ME
PERHAM,Governor,,IND,Eliot Cutler,10,ME
PORTAGE LAKE,Governor,,IND,Eliot Cutler,28,ME
PRESQUE ISLE,Governor,,IND,Eliot Cutler,386,ME
REED PLT,Governor,,IND,Eliot Cutler,4,ME
SAINT AGATHA,Governor,,IND,Eliot Cutler,39,ME
SAINT FRANCIS,Governor,,IND,Eliot Cutler,17,ME
SAINT JOHN PLT,Governor,,IND,Eliot Cutler,11,ME
SHERMAN,Governor,,IND,Eliot Cutler,30,ME
SMYRNA,Governor,,IND,Eliot Cutler,10,ME
STOCKHOLM,Governor,,IND,Eliot Cutler,20,ME
T11 R4 WELS                                                                                                                                           ,Governor,,IND,Eliot Cutler,3,ME
T12 R13/T9 R8 WELS TWP                                                                                                                                ,Governor,,IND,Eliot Cutler,0,ME
T15 R6 WELS                                                                                                                                           ,Governor,,IND,Eliot Cutler,0,ME
T4 R3 TWP                                                                                                                                             ,Governor,,IND,Eliot Cutler,0,ME
TD R2 WELS                                                                                                                                            ,Governor,,IND,Eliot Cutler,0,ME
VAN BUREN,Governor,,IND,Eliot Cutler,78,ME
WADE,Governor,,IND,Eliot Cutler,17,ME
WALLAGRASS,Governor,,IND,Eliot Cutler,23,ME
WASHBURN,Governor,,IND,Eliot Cutler,63,ME
WESTFIELD,Governor,,IND,Eliot Cutler,27,ME
WESTMANLAND,Governor,,IND,Eliot Cutler,4,ME
WESTON,Governor,,IND,Eliot Cutler,7,ME
WINTERVILLE PLT,Governor,,IND,Eliot Cutler,13,ME
WOODLAND,Governor,,IND,Eliot Cutler,44,ME
BALDWIN,Governor,,IND,Eliot Cutler,45,ME
BRIDGTON,Governor,,IND,Eliot Cutler,203,ME
BRUNSWICK,Governor,,IND,Eliot Cutler,755,ME
CAPE ELIZABETH,Governor,,IND,Eliot Cutler,780,ME
CASCO,Governor,,IND,Eliot Cutler,144,ME
CHEBEAGUE ISLAND,Governor,,IND,Eliot Cutler,25,ME
CUMBERLAND,Governor,,IND,Eliot Cutler,530,ME
FALMOUTH,Governor,,IND,Eliot Cutler,748,ME
FREEPORT,Governor,,IND,Eliot Cutler,479,ME
FRYE ISLAND,Governor,,IND,Eliot Cutler,4,ME
GORHAM,Governor,,IND,Eliot Cutler,622,ME
GRAY,Governor,,IND,Eliot Cutler,360,ME
HARPSWELL,Governor,,IND,Eliot Cutler,237,ME
HARRISON,Governor,,IND,Eliot Cutler,121,ME
LONG ISLAND,Governor,,IND,Eliot Cutler,29,ME
NAPLES,Governor,,IND,Eliot Cutler,133,ME
NEW GLOUCESTER,Governor,,IND,Eliot Cutler,248,ME
NORTH YARMOUTH,Governor,,IND,Eliot Cutler,189,ME
PORTLAND,Governor,,IND,Eliot Cutler,2402,ME
POWNAL,Governor,,IND,Eliot Cutler,70,ME
RAYMOND,Governor,,IND,Eliot Cutler,204,ME
SCARBOROUGH,Governor,,IND,Eliot Cutler,1033,ME
SEBAGO,Governor,,IND,Eliot Cutler,77,ME
SOUTH PORTLAND,Governor,,IND,Eliot Cutler,1220,ME
STANDISH,Governor,,IND,Eliot Cutler,317,ME
WESTBROOK,Governor,,IND,Eliot Cutler,659,ME
WINDHAM,Governor,,IND,Eliot Cutler,657,ME
YARMOUTH,Governor,,IND,Eliot Cutler,545,ME
AVON,Governor,,IND,Eliot Cutler,18,ME
CARRABASSETT VALLEY,Governor,,IND,Eliot Cutler,59,ME
CARTHAGE,Governor,,IND,Eliot Cutler,19,ME
CHESTERVILLE,Governor,,IND,Eliot Cutler,40,ME
COPLIN PLT,Governor,,IND,Eliot Cutler,7,ME
DALLAS PLT,Governor,,IND,Eliot Cutler,20,ME
EUSTIS,Governor,,IND,Eliot Cutler,33,ME
FARMINGTON,Governor,,IND,Eliot Cutler,274,ME
FREEMAN TWP/SALEM TWP                                                                                                                                 ,Governor,,IND,Eliot Cutler,3,ME
INDUSTRY,Governor,,IND,Eliot Cutler,28,ME
JAY,Governor,,IND,Eliot Cutler,189,ME
KINGFIELD,Governor,,IND,Eliot Cutler,81,ME
NEW SHARON,Governor,,IND,Eliot Cutler,60,ME
NEW VINEYARD,Governor,,IND,Eliot Cutler,27,ME
PERKINS TWP/WASHINGTON TWP                                                                                                                            ,Governor,,IND,Eliot Cutler,0,ME
PHILLIPS,Governor,,IND,Eliot Cutler,54,ME
RANGELEY,Governor,,IND,Eliot Cutler,57,ME
RANGELEY PLT,Governor,,IND,Eliot Cutler,7,ME
SANDY RIVER PLT,Governor,,IND,Eliot Cutler,6,ME
STRONG,Governor,,IND,Eliot Cutler,50,ME
TEMPLE,Governor,,IND,Eliot Cutler,18,ME
WELD,Governor,,IND,Eliot Cutler,22,ME
WILTON,Governor,,IND,Eliot Cutler,166,ME
WYMAN TWP                                                                                                                                             ,Governor,,IND,Eliot Cutler,3,ME
AMHERST,Governor,,IND,Eliot Cutler,6,ME
AURORA,Governor,,IND,Eliot Cutler,3,ME
BAR HARBOR,Governor,,IND,Eliot Cutler,240,ME
BLUE HILL,Governor,,IND,Eliot Cutler,136,ME
BROOKLIN,Governor,,IND,Eliot Cutler,39,ME
BROOKSVILLE,Governor,,IND,Eliot Cutler,44,ME
BUCKSPORT,Governor,,IND,Eliot Cutler,176,ME
CASTINE,Governor,,IND,Eliot Cutler,30,ME
CRANBERRY ISLES,Governor,,IND,Eliot Cutler,12,ME
DEDHAM,Governor,,IND,Eliot Cutler,80,ME
DEER ISLE,Governor,,IND,Eliot Cutler,78,ME
EASTBROOK,Governor,,IND,Eliot Cutler,15,ME
ELLSWORTH,Governor,,IND,Eliot Cutler,307,ME
FRANKLIN,Governor,,IND,Eliot Cutler,60,ME
FRENCHBORO,Governor,,IND,Eliot Cutler,3,ME
GOULDSBORO,Governor,,IND,Eliot Cutler,77,ME
GREAT POND,Governor,,IND,Eliot Cutler,1,ME
HANCOCK,Governor,,IND,Eliot Cutler,101,ME
LAMOINE,Governor,,IND,Eliot Cutler,68,ME
MARIAVILLE,Governor,,IND,Eliot Cutler,22,ME
MOUNT DESERT,Governor,,IND,Eliot Cutler,120,ME
ORLAND,Governor,,IND,Eliot Cutler,92,ME
OSBORN,Governor,,IND,Eliot Cutler,1,ME
OTIS,Governor,,IND,Eliot Cutler,23,ME
PENOBSCOT,Governor,,IND,Eliot Cutler,44,ME
SEDGWICK,Governor,,IND,Eliot Cutler,33,ME
SORRENTO,Governor,,IND,Eliot Cutler,19,ME
SOUTHWEST HARBOR,Governor,,IND,Eliot Cutler,68,ME
STONINGTON,Governor,,IND,Eliot Cutler,69,ME
SULLIVAN,Governor,,IND,Eliot Cutler,59,ME
SURRY,Governor,,IND,Eliot Cutler,63,ME
